
112197632 bytes (112 MB) copied, 1.008289 s, 111 MB/s
222298112 bytes (222 MB) copied, 2.012266 s, 110 MB/s
334495744 bytes (334 MB) copied, 3.017982 s, 111 MB/s
446693376 bytes (447 MB) copied, 4.023125 s, 111 MB/s
558891008 bytes (559 MB) copied, 5.028630 s, 111 MB/s
671088640 bytes (671 MB) copied, 6.033753 s, 111 MB/s
783286272 bytes (783 MB) copied, 7.038738 s, 111 MB/s
895483904 bytes (895 MB) copied, 8.042853 s, 111 MB/s
1007681536 bytes (1.0 GB) copied, 9.047584 s, 111 MB/s
1119879168 bytes (1.1 GB) copied, 10.051794 s, 111 MB/s
1232076800 bytes (1.2 GB) copied, 11.056526 s, 111 MB/s
1344274432 bytes (1.3 GB) copied, 12.061449 s, 111 MB/s
1456472064 bytes (1.5 GB) copied, 13.066079 s, 111 MB/s
1568669696 bytes (1.6 GB) copied, 14.070213 s, 111 MB/s
1680867328 bytes (1.7 GB) copied, 15.074303 s, 112 MB/s
1793064960 bytes (1.8 GB) copied, 16.078911 s, 112 MB/s
1905262592 bytes (1.9 GB) copied, 17.082934 s, 112 MB/s
2017460224 bytes (2.0 GB) copied, 18.087063 s, 112 MB/s
2129657856 bytes (2.1 GB) copied, 19.091184 s, 112 MB/s
2241855488 bytes (2.2 GB) copied, 20.094804 s, 112 MB/s
2354053120 bytes (2.4 GB) copied, 21.098922 s, 112 MB/s
2466250752 bytes (2.5 GB) copied, 22.104118 s, 112 MB/s
2578448384 bytes (2.6 GB) copied, 23.108930 s, 112 MB/s
2690646016 bytes (2.7 GB) copied, 24.114495 s, 112 MB/s
2802843648 bytes (2.8 GB) copied, 25.118728 s, 112 MB/s
2915041280 bytes (2.9 GB) copied, 26.123301 s, 112 MB/s
3027238912 bytes (3.0 GB) copied, 27.127121 s, 112 MB/s
3139436544 bytes (3.1 GB) copied, 28.131786 s, 112 MB/s
3251634176 bytes (3.3 GB) copied, 29.136246 s, 112 MB/s
3363831808 bytes (3.4 GB) copied, 30.140725 s, 112 MB/s
3476029440 bytes (3.5 GB) copied, 31.145096 s, 112 MB/s
3588227072 bytes (3.6 GB) copied, 32.149143 s, 112 MB/s
3700424704 bytes (3.7 GB) copied, 33.153340 s, 112 MB/s
3812622336 bytes (3.8 GB) copied, 34.157197 s, 112 MB/s
3924819968 bytes (3.9 GB) copied, 35.160193 s, 112 MB/s
4037017600 bytes (4.0 GB) copied, 36.163410 s, 112 MB/s
4149215232 bytes (4.1 GB) copied, 37.166629 s, 112 MB/s
4261412864 bytes (4.3 GB) copied, 38.170544 s, 112 MB/s
4373610496 bytes (4.4 GB) copied, 39.174598 s, 112 MB/s
4485808128 bytes (4.5 GB) copied, 40.178842 s, 112 MB/s
4598005760 bytes (4.6 GB) copied, 41.183158 s, 112 MB/s
4710203392 bytes (4.7 GB) copied, 42.187520 s, 112 MB/s
4822401024 bytes (4.8 GB) copied, 43.191323 s, 112 MB/s
